generated_at,expected_input,source_family,blocker_class,candidate_path,candidate_relpath,candidate_filename,candidate_found,candidate_valid,candidate_row_count,candidate_sha256,validation_result,validation_reason,watch_status,unfreeze_candidate
2026-05-09T08:52:01Z,data/staging/processed/pr_contracts_master.csv,usaspending_federal_awards_backbone,manual_file_required,/Users/jotaele/Documents/GitHub/Contract-Sweeper/data/staging/processed/pr_contracts_master.csv,data/staging/processed/pr_contracts_master.csv,pr_contracts_master.csv,True,True,68680,c71fb68214e5079daaa4f9d5f3952b499bb06d49451eb7a35baac6a61dd97a1c,valid,validated,unfreeze_candidate,True
2026-05-09T08:52:01Z,data/staging/processed/pr_doe_master.csv,federal_sectoral_doe,physical_validated_file_missing,/Users/jotaele/Documents/GitHub/Contract-Sweeper/data/staging/processed/pr_doe_master.csv,data/staging/processed/pr_doe_master.csv,pr_doe_master.csv,True,False,0,e570db486d67f0924b9983ab6f9d185ee48e6508c034d8bcd60fec7683ec4afe,rejected,candidate_missing_required_columns,still_missing,False
2026-05-09T08:52:01Z,data/staging/processed/pr_grants_master.csv,usaspending_federal_awards_backbone,manual_file_required,/Users/jotaele/Documents/GitHub/Contract-Sweeper/data/staging/processed/pr_grants_master.csv,data/staging/processed/pr_grants_master.csv,pr_grants_master.csv,True,False,0,fb9eb51a67d4c0067e0a023d77b96684fc752c2bb60978eee0a5b81351c2c1bb,rejected,candidate_missing_required_columns,still_missing,False
2026-05-09T08:52:01Z,data/staging/processed/pr_dot_master.csv,federal_sectoral_dot,physical_validated_file_missing,/Users/jotaele/Documents/GitHub/Contract-Sweeper/data/staging/processed/pr_dot_master.csv,data/staging/processed/pr_dot_master.csv,pr_dot_master.csv,True,False,0,d2e37a55c72b42eaa93df7b76c073555aab6c7208d4e7ce598a08a2e96ccdf7f,rejected,candidate_missing_required_columns,still_missing,False
2026-05-09T08:52:01Z,data/staging/processed/pr_subawards_master.csv,fsrs_subawards,manual_file_required,/Users/jotaele/Documents/GitHub/Contract-Sweeper/data/staging/processed/pr_subawards_master.csv,data/staging/processed/pr_subawards_master.csv,pr_subawards_master.csv,True,False,0,42906783ae46d25c566d347eea7150f258245fb8074010fdc2fa2c66728b4869,rejected,candidate_missing_required_columns,still_missing,False
2026-05-09T08:52:01Z,data/staging/processed/pr_epa_master.csv,federal_sectoral_epa,physical_validated_file_missing,,,,False,False,0,,missing,source_file_not_found,still_missing,False
2026-05-09T08:52:01Z,data/staging/processed/pr_fema_pa_master.csv,fema_pa_hmgp,manual_file_required,/Users/jotaele/Documents/GitHub/Contract-Sweeper/data/staging/processed/pr_fema_pa_master.csv,data/staging/processed/pr_fema_pa_master.csv,pr_fema_pa_master.csv,True,False,0,1fd897f6eb6a5a998e908563296b25f3bc01bc79b7c21c9fb78cda9c7631f354,rejected,candidate_missing_required_columns,still_missing,False
2026-05-09T08:52:01Z,data/staging/processed/pr_hud_master.csv,hud_cdbg,physical_validated_file_missing,/Users/jotaele/Documents/GitHub/Contract-Sweeper/data/staging/processed/pr_hud_master.csv,data/staging/processed/pr_hud_master.csv,pr_hud_master.csv,True,False,0,afb3a3baeb620047e9cb363b1f35764ebc6260577e85e2db72c0ea57c2d1ac52,rejected,candidate_missing_required_columns,still_missing,False
2026-05-09T08:52:01Z,data/staging/processed/pr_fema_hmgp_master.csv,fema_pa_hmgp,manual_file_required,/Users/jotaele/Documents/GitHub/Contract-Sweeper/data/staging/processed/pr_fema_hmgp_master.csv,data/staging/processed/pr_fema_hmgp_master.csv,pr_fema_hmgp_master.csv,True,False,0,4fd638f1772b24c713ca1cb122f7b1a778a3b93f334a4d6a2497cfc59e525598,rejected,candidate_missing_required_columns,still_missing,False
2026-05-09T08:52:01Z,data/staging/processed/pr_slfrf_master.csv,slfrf,physical_validated_file_missing,/Users/jotaele/Documents/GitHub/Contract-Sweeper/data/staging/processed/pr_slfrf_master.csv,data/staging/processed/pr_slfrf_master.csv,pr_slfrf_master.csv,True,False,0,1ba623be81132727f72bf151916c4c4ce0fa6f64f6f1f630a0b6cf7f274fe591,rejected,candidate_missing_required_columns,still_missing,False
2026-05-09T08:52:01Z,data/staging/processed/pr_research_master.csv,federal_research,manual_file_required,/Users/jotaele/Documents/GitHub/Contract-Sweeper/data/staging/processed/pr_research_master.csv,data/staging/processed/pr_research_master.csv,pr_research_master.csv,True,False,0,78a1dc313522dba0223dd47dd83e1955041ecad6258e307a916e955f7f344c71,rejected,candidate_missing_required_columns,still_missing,False
2026-05-09T08:52:01Z,data/staging/processed/pr_usda_master.csv,federal_sectoral_usda,physical_validated_file_missing,/Users/jotaele/Documents/GitHub/Contract-Sweeper/data/staging/processed/pr_usda_master.csv,data/staging/processed/pr_usda_master.csv,pr_usda_master.csv,True,False,0,9a77009bc5e127b30e96e465a19380d91c7b8d518d3e279d9b6c3b466ff308a6,rejected,candidate_missing_required_columns,still_missing,False
2026-05-09T08:52:01Z,data/staging/processed/pr_sba_loans_master.csv,sba_loans,manual_file_required,/Users/jotaele/Documents/GitHub/Contract-Sweeper/data/staging/processed/pr_sba_loans_master.csv,data/staging/processed/pr_sba_loans_master.csv,pr_sba_loans_master.csv,True,False,0,0e97d455e15af27ad3b473e72ac1cf71af35ed728e286cad81efd5fcbc97793c,rejected,candidate_empty_rows,still_missing,False
